date,symbol,close,high,low,volume
2026-08-16,AEL.N0000,76.8,77.0,76.7,64215
2026-08-16,AFS.N0000,28.2,29.3,28.0,53383
2026-08-16,AFSL.N0000,93.0,96.5,92.4,75
2026-08-16,AGAL.N0000,48.2,50.2,48.0,23408
2026-08-16,AGPL.N0000,15.8,17.0,15.8,32039
2026-08-16,AGST.N0000,12.9,13.8,12.6,3159940
2026-08-16,AGST.X0000,12.7,13.2,10.9,1036
2026-08-16,AHPL.N0000,47.9,48.0,47.2,17730
2026-08-16,AHUN.N0000,88.3,88.9,87.8,5116
2026-08-16,AINS.N0000,27.7,28.5,25.6,146
2026-08-16,ALLI.N0000,305.5,310.25,305.5,2415
2026-08-16,ALUM.N0000,16.0,16.4,15.9,519083
2026-08-16,AMSL.N0000,15.3,15.6,15.2,37871
2026-08-16,APLA.N0000,141.75,148.0,140.5,5057
2026-08-16,ASCO.N0000,58.0,58.3,56.0,153661
2026-08-16,ASHO.N0000,2884.75,2899.0,2851.0,116
2026-08-16,ASIR.N0000,34.0,35.0,34.0,93723
2026-08-16,ASIY.N0000,13.5,14.3,13.4,378885
2026-08-16,ASPH.N0000,0.6,0.7,0.6,1167153
2026-08-16,ATL.N0000,20.8,20.9,20.0,15547
2026-08-16,ATLL.N0000,22.9,23.4,23.3,54
2026-08-16,AUTO.N0000,285.75,290.0,282.75,298
2026-08-16,BALA.N0000,62.0,62.2,59.5,363
2026-08-16,BERU.N0000,2.9,3.0,2.9,37384
2026-08-16,BFL.N0000,90.3,91.5,90.1,111443
2026-08-16,BFN.N0000,30.5,31.0,30.5,2051
2026-08-16,BIL.N0000,5.2,5.3,5.2,1853943
2026-08-16,BOGA.N0000,138.75,141.0,138.25,6255
2026-08-16,BOPL.N0000,70.0,74.0,70.0,6773
2026-08-16,BPPL.N0000,18.8,19.0,18.7,1311
2026-08-16,BRR.N0000,23.0,23.0,21.3,1629
2026-08-16,BRWN.N0000,135.5,138.0,135.25,5806
2026-08-16,BUKI.N0000,888.5,890.0,841.0,2236
2026-08-16,CABO.N0000,172.0,187.25,168.75,182623
2026-08-16,CALC.U0000,12.8,12.7,12.7,1
2026-08-16,CALF.N0000,142.0,145.0,133.0,848
2026-08-16,CALH.N0000,13.5,13.7,13.5,33050
2026-08-16,CALT.N0000,50.3,50.8,49.0,69333
2026-08-16,CALU.U0000,9.5,9.5,9.4,151
2026-08-16,CARE.N0000,40.0,40.8,39.0,107235
2026-08-16,CARG.N0000,698.5,700.0,685.0,961
2026-08-16,CARS.N0000,734.0,737.0,715.5,432
2026-08-16,CBNK.N0000,7.6,7.6,7.4,174550
2026-08-16,CCS.N0000,126.0,127.75,125.75,436559
2026-08-16,CDB.N0000,39.8,40.0,39.6,7877
2026-08-16,CDB.X0000,29.9,30.0,29.9,290240
2026-08-16,CERA.N0000,169.25,171.75,171.75,1
2026-08-16,CFI.N0000,364.0,370.0,364.0,771
2026-08-16,CFIN.N0000,236.0,237.0,234.0,4524
2026-08-16,CFLB.N0000,57.3,57.3,57.0,102
2026-08-16,CFVF.N0000,47.8,48.5,46.8,39437
2026-08-16,CHL.N0000,64.9,65.5,64.5,6031
2026-08-16,CHL.X0000,50.0,50.0,49.8,2111
2026-08-16,CHMX.N0000,163.75,163.75,157.5,501
2026-08-16,CHOT.N0000,33.0,33.0,30.9,25834
2026-08-16,CIC.N0000,29.6,30.0,29.6,286807
2026-08-16,CIC.X0000,24.6,24.8,24.5,198216
2026-08-16,CIND.N0000,218.75,220.0,215.0,481
2026-08-16,CINS.N0000,2850.0,2900.0,2900.0,4
2026-08-16,CINS.X0000,1600.0,1639.75,1597.0,2590
2026-08-16,CINV.N0000,106.5,107.0,104.0,9993
2026-08-16,CIT.N0000,368.25,389.75,368.25,856
2026-08-16,CITH.N0000,5.0,5.2,5.0,64423
2026-08-16,CITW.N0000,1.7,1.7,1.6,5022
2026-08-16,CLND.N0000,52.2,52.5,51.0,4423
2026-08-16,COCO.N0000,27.1,28.7,27.0,80196
2026-08-16,COCO.X0000,24.6,24.9,24.6,550
2026-08-16,COCR.N0000,109.5,109.5,108.75,589721
2026-08-16,COLO.N0000,39.5,39.6,38.4,2517
2026-08-16,COMB.N0000,204.5,205.0,203.0,90303
2026-08-16,COMB.X0000,184.5,186.0,184.0,164695
2026-08-16,COMD.N0000,295.0,300.0,300.0,1
2026-08-16,CONN.N0000,27.3,27.5,27.2,3005
2026-08-16,COOP.N0000,3.5,3.7,3.5,611776
2026-08-16,CPRT.N0000,31.4,31.9,31.3,7272
2026-08-16,CRL.N0000,5.5,5.7,5.5,415414
2026-08-16,CSD.N0000,26.6,26.6,26.5,1620
2026-08-16,CSLK.N0000,12.3,12.5,12.2,61956
2026-08-16,CTBL.N0000,11.4,11.5,11.0,136574
2026-08-16,CTC.N0000,1830.0,1839.75,1800.0,3465
2026-08-16,CTEA.N0000,1460.0,1490.0,1480.0,12
2026-08-16,CTHR.N0000,501.25,528.0,525.0,19
2026-08-16,CTLD.N0000,39.8,39.9,38.4,11280
2026-08-16,CWL.N0000,19.0,19.7,18.4,154428
2026-08-16,CWM.N0000,38.5,39.7,38.5,7234
2026-08-16,DFCC.N0000,128.0,130.0,127.0,53600
2026-08-16,DIAL.N0000,47.1,48.2,46.4,734007
2026-08-16,DIMO.N0000,1498.0,1506.75,1462.0,145
2026-08-16,DIPD.N0000,58.5,59.6,58.0,258048
2026-08-16,DIST.N0000,55.0,55.7,54.9,79835
2026-08-16,DOCK.N0000,127.5,129.0,127.0,41076
2026-08-16,DPL.N0000,13.9,14.0,13.8,10088
2026-08-16,EAST.N0000,61.0,62.0,60.8,29392
2026-08-16,EBCR.N0000,38.5,39.3,38.3,37894
2026-08-16,ECL.N0000,16.0,16.0,15.4,11640
2026-08-16,EDEN.N0000,10.1,10.2,10.0,13870
2026-08-16,ELPL.N0000,177.0,180.0,176.5,711
2026-08-16,EMER.N0000,11.8,12.0,11.8,101622
2026-08-16,EML.N0000,8.7,9.1,8.7,21908
2026-08-16,ETWO.N0000,62.4,62.5,62.3,46
2026-08-16,EXT.N0000,14.2,14.9,14.2,1856
2026-08-16,FCT.N0000,28.8,29.8,28.6,89990
2026-08-16,GEST.N0000,336.75,340.0,320.0,1842
2026-08-16,GHLL.N0000,15.9,16.5,15.7,131108
2026-08-16,GLAS.N0000,55.5,56.3,55.5,11479
2026-08-16,GRAN.N0000,485.0,486.0,483.0,2683
2026-08-16,GREG.N0000,38.0,38.0,38.0,205
2026-08-16,GUAR.N0000,226.5,237.0,225.5,1605
2026-08-16,HAPU.N0000,54.0,56.8,56.8,52
2026-08-16,HASU.N0000,149.75,153.0,149.5,58855
2026-08-16,HAYC.N0000,174.75,178.0,174.0,20534
2026-08-16,HAYL.N0000,227.0,227.0,226.5,17035
2026-08-16,HBS.N0000,26.1,26.5,25.9,106618
2026-08-16,HDFC.N0000,68.9,69.0,65.7,28946
2026-08-16,HEXP.N0000,158.0,162.0,157.75,10053
2026-08-16,HHL.N0000,31.4,31.6,31.2,271187
2026-08-16,HNB.N0000,384.75,387.0,384.5,32759
2026-08-16,HNB.X0000,336.0,337.0,334.5,10745
2026-08-16,HNBF.N0000,8.5,8.8,8.5,2083057
2026-08-16,HNBF.X0000,7.5,7.7,7.5,107976
2026-08-16,HOPL.N0000,54.8,54.8,53.0,500
2026-08-16,HPFL.N0000,12.7,12.9,12.3,1410
2026-08-16,HPL.N0000,25.4,26.0,25.2,3114
2026-08-16,HPWR.N0000,9.0,9.0,8.8,333273
2026-08-16,HSIG.N0000,70.2,72.5,70.1,60559
2026-08-16,HUNA.N0000,16.8,16.9,16.5,4351
2026-08-16,HVA.N0000,5.2,5.7,5.1,369692
2026-08-16,INME.N0000,1681.0,1788.0,1750.0,8
2026-08-16,JAT.N0000,36.0,36.8,36.0,134795
2026-08-16,JETS.N0000,14.5,14.5,14.1,44370
2026-08-16,JFP.N0000,16.0,16.1,15.8,66658
2026-08-16,JINS.N0000,43.5,44.7,43.4,47504
2026-08-16,JKH.N0000,20.0,20.1,19.9,1577810
2026-08-16,JKL.N0000,81.8,82.0,81.0,866
2026-08-16,JXG.N0000,11.8,12.0,11.7,1317867
2026-08-16,KAHA.N0000,16.4,16.5,16.0,10933
2026-08-16,KCAB.N0000,103.0,104.0,102.0,53228
2026-08-16,KFP.N0000,170.0,170.0,167.0,1580
2026-08-16,KGAL.N0000,135.5,138.0,138.0,13
2026-08-16,KHC.N0000,14.3,14.5,14.3,3993
2026-08-16,KHL.N0000,17.0,17.3,16.9,60903
2026-08-16,KOTA.N0000,8.2,8.4,8.0,193963
2026-08-16,KPHL.N0000,20.6,21.5,19.5,480186
2026-08-16,KVAL.N0000,83.4,83.5,81.2,755
2026-08-16,KZOO.N0000,8.9,9.1,8.8,153003
2026-08-16,LALU.N0000,39.6,42.1,39.5,74890
2026-08-16,LCBF.N0000,6.6,6.9,6.3,2371516
2026-08-16,LCEY.N0000,37.0,37.0,36.3,10469
2026-08-16,LDEV.N0000,17.4,18.0,17.3,14307
2026-08-16,LFIN.N0000,157.75,159.0,157.5,25129
2026-08-16,LGIL.N0000,7.1,7.5,7.1,15115
2026-08-16,LGL.N0000,47.0,48.0,46.7,21621
2026-08-16,LGL.X0000,38.0,38.5,38.0,826
2026-08-16,LHCL.N0000,112.25,113.5,112.0,3270
2026-08-16,LHL.N0000,69.5,69.6,69.4,165
2026-08-16,LIOC.N0000,133.5,134.5,133.0,29570
2026-08-16,LION.N0000,1726.5,1820.0,1726.5,27
2026-08-16,LITE.N0000,46.2,46.2,44.8,430
2026-08-16,LLUB.N0000,203.0,204.0,202.75,33620
2026-08-16,LMF.N0000,89.1,90.0,88.5,46425
2026-08-16,LOFC.N0000,5.2,5.3,5.1,295261
2026-08-16,LOLC.N0000,481.0,494.0,479.0,39650
2026-08-16,LPL.N0000,10.4,10.6,10.4,10467
2026-08-16,LPL.X0000,9.0,9.0,9.0,5000
2026-08-16,LUMX.N0000,9.4,9.6,9.3,153503
2026-08-16,LVEF.N0000,6.9,7.0,6.9,718682
2026-08-16,LVEN.N0000,52.0,53.0,52.0,1002
2026-08-16,LWL.N0000,46.3,46.3,46.1,8935
2026-08-16,MADU.N0000,10.1,10.1,9.9,1633
2026-08-16,MARA.N0000,5.3,5.6,5.3,330673
2026-08-16,MASK.N0000,63.9,64.0,63.9,2721
2026-08-16,MBSL.N0000,11.8,11.9,11.3,134589
2026-08-16,MCPL.N0000,49.8,49.9,49.8,384
2026-08-16,MDL.N0000,21.8,22.8,21.7,16343
2026-08-16,MEL.N0000,5.5,5.6,5.4,68874
2026-08-16,MELS.N0000,190.75,192.0,186.5,940948
2026-08-16,MERC.N0000,24.1,24.8,23.5,118908
2026-08-16,MFPE.N0000,16.5,17.0,16.5,44105
2026-08-16,MGT.N0000,29.2,29.6,29.0,57429
2026-08-16,MHDL.N0000,9.0,9.5,9.0,122512
2026-08-16,MRH.N0000,17.0,17.0,17.0,554
2026-08-16,MSL.N0000,192.5,192.5,181.0,593
2026-08-16,MULL.N0000,2.1,2.2,2.1,785344
2026-08-16,NAMU.N0000,66.5,68.9,66.4,3971
2026-08-16,NDB.N0000,112.25,114.25,112.0,38666
2026-08-16,NEH.N0000,4207.75,4394.5,4201.0,157
2026-08-16,NHL.N0000,13.8,13.8,13.5,24374
2026-08-16,NTB.N0000,315.0,329.0,315.0,86014
2026-08-16,NTB.X0000,400.0,400.0,385.0,64
2026-08-16,ODEL.N0000,11.3,11.3,11.0,1941
2026-08-16,OFEQ.N0000,480.75,495.0,466.0,196
2026-08-16,ONAL.N0000,49.0,51.8,49.0,3858
2026-08-16,OSEA.N0000,50.1,51.0,49.5,385972
2026-08-16,PABC.N0000,55.7,56.0,55.2,123676
2026-08-16,PACK.N0000,11.3,11.5,11.2,40493
2026-08-16,PAP.N0000,16.4,16.7,15.8,81773
2026-08-16,PARA.N0000,586.25,590.0,583.5,24
2026-08-16,PARQ.N0000,69.7,71.5,69.1,8431
2026-08-16,PEG.N0000,43.4,44.0,40.5,6634
2026-08-16,PHAR.N0000,180.75,186.25,180.25,4336
2026-08-16,PINS.N0000,28.5,29.4,27.0,27335
2026-08-16,PKME.N0000,160.25,161.25,160.0,62360
2026-08-16,PLC.N0000,20.0,20.4,19.9,76413
2026-08-16,PLR.N0000,44.1,44.4,43.0,695326
2026-08-16,PMB.N0000,10.5,11.0,10.5,23465
2026-08-16,RAL.N0000,11.9,12.1,11.8,531329
2026-08-16,RCH.N0000,224.75,234.75,218.5,646
2026-08-16,RCL.N0000,45.0,45.4,44.9,105261
2026-08-16,REEF.N0000,3.9,4.0,3.8,592606
2026-08-16,RENU.N0000,800.0,800.0,794.0,3979
2026-08-16,REXP.N0000,341.25,345.0,338.0,595
2026-08-16,RFL.N0000,24.9,25.0,24.2,344
2026-08-16,RHL.N0000,43.7,46.0,43.5,23939
2026-08-16,RHL.X0000,33.9,34.9,33.9,430
2026-08-16,RHTL.N0000,24.0,24.0,23.9,1295
2026-08-16,RICH.N0000,27.6,28.7,27.6,4461
2026-08-16,RIL.N0000,25.9,26.4,25.7,394228
2026-08-16,RPBH.N0000,49.7,49.8,48.7,107
2026-08-16,RWSL.N0000,20.5,20.9,20.2,108040
2026-08-16,SAMP.N0000,140.0,140.5,139.5,529169
2026-08-16,SCAP.N0000,12.5,12.8,11.9,2374485
2026-08-16,SDB.N0000,49.1,50.8,49.0,269
2026-08-16,SDF.N0000,39.6,40.4,39.4,93
2026-08-16,SEMB.N0000,1.1,1.1,1.0,4547191
2026-08-16,SEMB.X0000,0.3,0.4,0.3,393103
2026-08-16,SERV.N0000,14.3,14.4,14.0,44607
2026-08-16,SEYB.N0000,99.0,99.0,98.1,3000
2026-08-16,SEYB.X0000,69.1,69.8,67.5,445000
2026-08-16,SFCL.N0000,350.25,355.0,350.0,434
2026-08-16,SFIN.N0000,50.4,50.5,50.0,25012
2026-08-16,SHAW.N0000,301.25,309.0,300.0,7070
2026-08-16,SHL.N0000,10.4,10.5,10.0,2018077
2026-08-16,SIGV.N0000,13.7,13.9,13.5,80
2026-08-16,SIL.N0000,570.5,578.0,550.0,14616
2026-08-16,SING.N0000,41.8,44.1,41.2,167
2026-08-16,SINH.N0000,21.7,21.7,21.1,2048
2026-08-16,SINS.N0000,78.1,79.8,77.5,572929
2026-08-16,SIRA.N0000,33.0,33.4,32.8,1978169
2026-08-16,SLND.N0000,3408.75,3130.0,3129.0,10
2026-08-16,SLTL.N0000,85.1,87.5,85.0,11305
2026-08-16,SMOT.N0000,1589.5,1598.5,1508.0,304
2026-08-16,SOY.N0000,2250.5,2250.0,2250.0,5
2026-08-16,SPEN.N0000,142.0,144.0,141.5,398711
2026-08-16,STAF.N0000,42.2,43.3,42.0,11611
2026-08-16,SUN.N0000,29.5,30.0,29.4,397862
2026-08-16,SWAD.N0000,15103.25,15005.25,14900.0,6
2026-08-16,TAFL.N0000,609.0,610.0,600.0,2460
2026-08-16,TAJ.N0000,32.0,32.3,32.3,2
2026-08-16,TANG.N0000,103.0,104.25,103.0,412
2026-08-16,TAP.N0000,32.0,32.4,31.9,21436
2026-08-16,TESS.N0000,1.9,2.0,1.8,108692
2026-08-16,TESS.X0000,1.5,1.5,1.4,97504
2026-08-16,TILE.N0000,42.8,44.0,42.7,12569
2026-08-16,TJL.N0000,30.0,30.2,30.0,168487
2026-08-16,TKYO.N0000,80.1,81.0,80.0,104258
2026-08-16,TKYO.X0000,62.2,62.5,62.0,57263
2026-08-16,TPL.N0000,148.0,149.75,148.0,102
2026-08-16,TRAN.N0000,47.5,48.5,48.5,3
2026-08-16,TSML.N0000,36.5,38.9,36.5,1017
2026-08-16,TYRE.N0000,90.5,91.0,90.0,12823
2026-08-16,UAL.N0000,72.5,73.0,71.7,25650
2026-08-16,UBC.N0000,12.4,12.5,12.3,28318
2026-08-16,UBF.N0000,2.3,2.4,2.3,244644
2026-08-16,UCAR.N0000,2426.25,2450.0,2450.0,90
2026-08-16,UDPL.N0000,149.25,149.75,148.75,515
2026-08-16,UML.N0000,27.5,28.3,27.4,57908
2026-08-16,VFIN.N0000,95.4,96.3,93.7,16060
2026-08-16,VLL.N0000,21.4,21.6,21.4,28410
2026-08-16,VLL.X0000,18.3,18.5,18.3,2669
2026-08-16,VONE.N0000,92.0,92.1,91.6,6782
2026-08-16,VPEL.N0000,15.4,15.5,15.2,109979
2026-08-16,WAPO.N0000,21.0,21.2,20.5,7868
2026-08-16,WATA.N0000,44.6,45.0,43.9,194702
2026-08-16,WIND.N0000,40.8,40.8,40.6,105137
2026-08-16,WLTH.N0000,12.2,12.2,12.0,74344
2026-08-16,YORK.N0000,13.7,13.9,13.3,80180
2026-08-17,AAF.N0000,47.0,49.1,45.1,21338
2026-08-17,AAF.R0000,12.5,13.5,12.0,659528
2026-08-17,AAIC.N0000,83.8,84.7,83.6,5886
2026-08-17,ABAN.N0000,1060.75,1085.0,1052.5,203
2026-08-17,ABL.N0000,26.5,26.8,26.2,61783
2026-08-17,ACL.N0000,94.5,95.9,93.0,81200
2026-08-17,ACME.N0000,4.5,4.7,4.5,149172
2026-08-17,AEL.N0000,77.5,78.0,76.9,453427
2026-08-17,AFS.N0000,28.2,28.9,28.1,5576
2026-08-17,AFSL.N0000,94.4,95.9,94.2,132
2026-08-17,AGAL.N0000,48.1,49.8,47.6,9221
2026-08-17,AGPL.N0000,15.5,16.5,15.5,19475
2026-08-17,AGST.N0000,12.5,13.0,12.5,492426
2026-08-17,AGST.X0000,12.1,12.7,11.7,601
2026-08-17,AHPL.N0000,48.0,49.0,48.0,1284
2026-08-17,AHUN.N0000,87.4,88.5,87.0,16555
2026-08-17,AINS.N0000,27.7,27.4,26.0,56
2026-08-17,ALLI.N0000,304.5,307.0,304.0,3591
2026-08-17,ALUM.N0000,15.9,16.2,15.9,110912
2026-08-17,AMSL.N0000,15.0,15.4,14.9,196461
2026-08-17,APLA.N0000,144.5,147.25,142.0,2967
2026-08-17,ASCO.N0000,55.0,57.0,55.0,249503
2026-08-17,ASHO.N0000,2889.75,2945.0,2873.0,2222
2026-08-17,ASIR.N0000,34.0,34.7,33.9,111473
2026-08-17,ASIY.N0000,14.0,14.4,13.7,210025
2026-08-17,ASPH.N0000,0.6,0.7,0.6,1805794
2026-08-17,ATL.N0000,20.5,21.2,20.0,39069
2026-08-17,ATLL.N0000,23.1,23.4,23.1,2211
2026-08-17,BALA.N0000,61.9,62.5,60.6,2170
2026-08-17,BERU.N0000,2.9,3.0,2.8,468527
2026-08-17,BFL.N0000,90.0,90.9,89.9,23315
2026-08-17,BFN.N0000,30.8,30.9,30.1,3266
2026-08-17,BIL.N0000,5.2,5.3,5.1,2061768
2026-08-17,BOGA.N0000,139.0,141.0,138.25,2905
2026-08-17,BOPL.N0000,69.6,72.0,67.5,1392
2026-08-17,BPPL.N0000,19.1,19.4,18.8,7401
2026-08-17,BRR.N0000,23.0,23.0,23.0,1
2026-08-17,BRWN.N0000,135.75,137.75,135.0,8543
2026-08-17,BUKI.N0000,888.5,855.25,855.0,5
2026-08-17,CABO.N0000,176.0,178.5,170.25,3369
2026-08-17,CALC.U0000,12.8,13.0,12.7,58
2026-08-17,CALF.N0000,143.0,143.0,141.0,382
2026-08-17,CALH.N0000,13.5,13.8,13.2,131264
2026-08-17,CALI.U0000,13.2,13.4,13.4,70
2026-08-17,CALT.N0000,48.9,50.0,48.2,148313
2026-08-17,CALU.U0000,9.5,9.6,9.5,221
2026-08-17,CARE.N0000,40.0,40.9,39.2,2620
2026-08-17,CARG.N0000,694.0,698.25,693.75,152
2026-08-17,CARS.N0000,732.25,734.0,723.0,886
2026-08-17,CBNK.N0000,7.5,7.6,7.5,298114
2026-08-17,CCS.N0000,125.0,128.5,125.0,134353
2026-08-17,CDB.N0000,38.6,40.7,38.5,13782
2026-08-17,CDB.X0000,29.7,29.8,29.6,174080
2026-08-17,CERA.N0000,165.25,171.75,165.25,1322
2026-08-17,CFI.N0000,365.0,365.0,360.0,584
2026-08-17,CFIN.N0000,234.25,237.0,233.0,7476
2026-08-17,CFVF.N0000,47.1,50.0,46.8,117435
2026-08-17,CHL.N0000,63.2,66.4,63.0,3209
2026-08-17,CHL.X0000,47.8,50.0,47.0,16564
2026-08-17,CHMX.N0000,162.75,170.0,162.25,2226
2026-08-17,CHOT.N0000,31.9,32.9,31.1,4721
2026-08-17,CIC.N0000,29.6,30.0,29.6,120181
2026-08-17,CIC.X0000,24.2,24.7,24.1,307907
2026-08-17,CIND.N0000,215.0,220.0,214.25,8095
2026-08-17,CINS.X0000,1600.0,1600.0,1600.0,31
2026-08-17,CINV.N0000,106.25,107.5,104.5,5921
2026-08-17,CIT.N0000,368.5,388.0,368.25,257
2026-08-17,CITH.N0000,4.9,5.0,4.8,90451
2026-08-17,CITW.N0000,1.7,1.7,1.6,137521
2026-08-17,CLND.N0000,50.0,52.2,49.1,38142
2026-08-17,COCO.N0000,26.5,27.9,26.0,87266
2026-08-17,COCO.X0000,23.7,24.0,23.7,854
2026-08-17,COCR.N0000,110.5,110.75,109.0,459721
2026-08-17,COLO.N0000,39.5,39.5,38.4,626
2026-08-17,COMB.N0000,205.75,207.0,205.0,99051
2026-08-17,COMB.X0000,187.25,188.0,184.75,121030
2026-08-17,COMD.N0000,295.0,300.0,300.0,50
2026-08-17,CONN.N0000,27.3,27.4,27.2,1125
2026-08-17,COOP.N0000,3.5,3.7,3.5,296368
2026-08-17,CPRT.N0000,31.4,31.6,31.3,3883
2026-08-17,CRL.N0000,5.6,5.7,5.5,76536
2026-08-17,CSD.N0000,26.5,26.7,26.5,5878
2026-08-17,CSLK.N0000,12.3,12.5,12.2,297872
2026-08-17,CTBL.N0000,11.0,11.4,10.7,23963
2026-08-17,CTC.N0000,1820.5,1839.75,1810.0,1915
2026-08-17,CTEA.N0000,1460.0,1490.0,1490.0,37
2026-08-17,CTHR.N0000,501.25,526.75,520.0,83
2026-08-17,CTLD.N0000,38.1,39.4,38.1,728
2026-08-17,CWL.N0000,18.8,19.0,18.6,8989
2026-08-17,CWM.N0000,38.2,39.5,38.1,6322
2026-08-17,DFCC.N0000,128.75,129.0,127.5,48086
2026-08-17,DIAL.N0000,48.0,49.9,47.2,1935527
2026-08-17,DIMO.N0000,1477.5,1503.75,1450.0,200
2026-08-17,DIPD.N0000,58.5,59.1,58.0,74416
2026-08-17,DIST.N0000,54.9,55.0,54.9,71270
2026-08-17,DOCK.N0000,125.5,128.0,125.25,58565
2026-08-17,DPL.N0000,13.8,14.2,13.7,5476
2026-08-17,EAST.N0000,63.4,65.0,60.0,119322
2026-08-17,EBCR.N0000,37.8,39.8,37.6,97989
2026-08-17,ECL.N0000,15.5,15.9,15.5,1039
2026-08-17,EDEN.N0000,10.0,10.2,9.9,60594
2026-08-17,ELPL.N0000,176.0,180.0,176.0,10700
2026-08-17,EMER.N0000,11.3,11.8,11.1,36159
2026-08-17,EML.N0000,8.9,9.0,8.4,36506
2026-08-17,ETWO.N0000,62.2,63.0,62.0,588
2026-08-17,EXT.N0000,14.0,14.5,14.0,14714
2026-08-17,FCT.N0000,28.1,28.8,27.9,141058
2026-08-17,GEST.N0000,350.25,354.75,337.75,2063
2026-08-17,GHLL.N0000,15.1,15.7,14.9,261487
2026-08-17,GLAS.N0000,56.0,56.4,55.5,43929
2026-08-17,GRAN.N0000,485.0,486.5,484.0,8355
2026-08-17,GREG.N0000,38.4,38.5,36.0,5709
2026-08-17,GUAR.N0000,227.5,234.0,227.0,6662
2026-08-17,HAPU.N0000,54.0,56.9,56.9,1
2026-08-17,HARI.N0000,5011.25,5012.75,5000.0,32
2026-08-17,HASU.N0000,150.0,150.75,149.75,20207
2026-08-17,HAYC.N0000,176.0,176.0,174.75,203402
2026-08-17,HAYL.N0000,227.5,228.0,225.5,84926
2026-08-17,HBS.N0000,25.5,26.2,25.5,191364
2026-08-17,HDFC.N0000,69.1,69.5,68.0,24911
2026-08-17,HEXP.N0000,158.75,159.25,156.0,23571
2026-08-17,HHL.N0000,31.4,31.4,31.2,226728
2026-08-17,HNB.N0000,385.0,385.25,384.5,42006
2026-08-17,HNB.X0000,336.0,339.0,335.75,100620
2026-08-17,HNBF.N0000,8.4,8.6,8.3,1322601
2026-08-17,HNBF.X0000,7.5,7.8,7.5,179298
2026-08-17,HOPL.N0000,52.3,54.8,52.0,1926
2026-08-17,HPFL.N0000,12.4,12.9,12.4,7798
2026-08-17,HPL.N0000,24.7,26.0,24.7,1835
2026-08-17,HPWR.N0000,9.0,9.0,9.0,101
2026-08-17,HSIG.N0000,70.2,76.3,70.3,11
2026-08-17,HUNA.N0000,16.0,16.4,15.8,22543
2026-08-17,HVA.N0000,5.2,5.4,5.1,14600
2026-08-17,INME.N0000,1681.0,1794.75,1691.5,7
2026-08-17,JAT.N0000,36.1,36.8,36.0,150256
2026-08-17,JETS.N0000,14.2,14.7,14.2,63612
2026-08-17,JFP.N0000,16.4,16.6,16.0,175098
2026-08-17,JINS.N0000,43.6,45.1,43.4,24847
2026-08-17,JKH.N0000,20.0,20.1,19.9,2380209
2026-08-17,JKL.N0000,78.9,81.9,77.0,110
2026-08-17,JXG.N0000,11.2,11.9,11.1,1112550
2026-08-17,KAHA.N0000,16.4,16.4,16.4,259
2026-08-17,KCAB.N0000,102.25,103.25,102.25,16295
2026-08-17,KFP.N0000,170.0,170.0,166.5,21
2026-08-17,KGAL.N0000,136.0,138.0,136.0,278
2026-08-17,KHC.N0000,14.3,14.5,14.3,1520
2026-08-17,KHL.N0000,16.8,17.3,16.7,91922
2026-08-17,KOTA.N0000,8.1,8.3,8.1,37554
2026-08-17,KPHL.N0000,21.0,22.0,20.5,100134
2026-08-17,KVAL.N0000,83.4,83.7,83.7,30
2026-08-17,KZOO.N0000,8.9,9.1,8.8,134341
2026-08-17,LALU.N0000,39.2,41.7,39.1,2138
2026-08-17,LAMB.N0000,1231.0,1295.75,1293.75,3
2026-08-17,LCBF.N0000,6.4,6.9,6.4,500106
2026-08-17,LCEY.N0000,37.0,37.0,36.9,520
2026-08-17,LDEV.N0000,17.3,17.4,17.3,10518
2026-08-17,LFIN.N0000,157.25,159.5,157.0,17570
2026-08-17,LGIL.N0000,7.0,7.3,7.0,25817
2026-08-17,LGL.N0000,47.1,47.1,45.6,38417
2026-08-17,LGL.X0000,37.9,38.0,37.0,2181
2026-08-17,LHCL.N0000,115.5,120.0,111.0,30303
2026-08-17,LHL.N0000,69.5,68.0,67.9,37
2026-08-17,LIOC.N0000,133.5,134.5,132.5,22795
2026-08-17,LITE.N0000,44.5,46.0,44.5,1621
2026-08-17,LLUB.N0000,203.75,205.0,203.0,16545
2026-08-17,LMF.N0000,88.5,89.5,88.4,41148
2026-08-17,LOFC.N0000,5.2,5.3,5.1,189186
2026-08-17,LOLC.N0000,476.75,485.0,476.0,7055
2026-08-17,LPL.N0000,10.5,10.8,10.3,27648
2026-08-17,LPL.X0000,8.9,9.0,8.9,2300
2026-08-17,LUMX.N0000,9.4,9.7,9.3,171860
2026-08-17,LVEF.N0000,7.0,7.1,6.9,251683
2026-08-17,LVEN.N0000,52.5,52.9,52.5,176
2026-08-17,LWL.N0000,45.2,46.3,45.1,3901
2026-08-17,MADU.N0000,10.1,10.2,9.9,15589
2026-08-17,MAL.X0000,37.0,34.8,34.8,1
2026-08-17,MARA.N0000,5.5,5.6,5.2,34392
2026-08-17,MASK.N0000,62.9,64.0,62.8,8792
2026-08-17,MBSL.N0000,11.1,11.5,11.0,87906
2026-08-17,MCPL.N0000,48.0,49.3,47.9,7830
2026-08-17,MDL.N0000,21.7,22.0,21.2,547
2026-08-17,MEL.N0000,5.4,5.6,5.4,56686
2026-08-17,MELS.N0000,192.0,192.0,190.0,173755
2026-08-17,MERC.N0000,24.4,24.8,23.5,11142
